447,251,0,
463,259,0,
463,259,0,
471,259,0,
471,259,0,
479,259,0,
479,259,0,
482,259,0,
482,259,0,
490,257,0,
490,257,0,
491,256,0,
491,256,0,
499,253,0,
499,253,0,
500,252,0,
500,252,0,
508,246,0,
508,246,0,
510,245,0,
510,245,0,
518,239,0,
518,239,0,
519,238,0,
519,238,0,
527,232,0,
527,232,0,
529,231,0,
529,231,0,
536,228,0,
536,228,0,
539,227,0,
539,227,0,
545,225,0,
545,225,0,
548,224,0,
548,224,0,
556,222,0,
556,222,0,
560,221,0,
560,221,0,
565,220,0,
565,220,0,
569,219,0,
569,219,0,
576,218,0,
576,218,0,
584,217,0,
584,217,0,
588,217,0,
588,217,0,
596,216,0,
596,216,0,
604,216,0,
604,216,0,
612,216,0,
612,216,0,
620,216,0,
620,216,0,
628,217,0,
628,217,0,
636,220,0,
636,220,0,
644,223,0,
644,223,0,
652,229,0,
652,229,0,
660,237,0,
660,237,0,
668,245,0,
668,245,0,
674,253,0,
674,253,0,
677,261,0,
677,261,0,
679,269,0,
679,269,0,
681,277,0,
681,277,0,
681,285,0,
681,285,0,
682,293,0,
682,293,0,
683,301,0,
683,301,0,
683,309,0,
683,309,0,
683,317,0,
683,317,0,
683,325,0,
683,325,0,
684,333,0,
684,333,0,
685,341,0,
685,341,0,
687,349,0,
687,349,0,
690,357,0,
690,357,0,
692,365,0,
692,365,0,
696,373,0,
696,373,0,
700,381,0,
700,381,0,
707,389,0,
707,389,0,
715,397,0,
715,397,0,
723,405,0,
723,405,0,
731,411,0,
731,411,0,
739,416,0,
739,416,0,
747,419,0,
747,419,0,
755,423,0,
755,423,0,
763,427,0,
763,427,0,
771,430,0,
771,430,0,
779,434,0,
779,434,0,
787,438,0,
787,438,0,
795,441,0,
795,441,0,
803,445,0,
803,445,0,
811,449,0,
811,449,0,
819,454,0,
819,454,0,
827,458,0,
827,458,0,
835,463,0,
835,463,0,
843,468,0,
843,468,0,
851,474,0,
851,474,0,
859,481,0,
859,481,0,
867,488,0,
867,488,0,
875,496,0,
875,496,0,
882,504,0,
882,504,0,
885,512,0,
885,512,0,
886,520,0,
886,520,0,
888,528,0,
888,528,0,
888,536,0,
888,536,0,
888,544,0,
888,544,0,
888,549,0,
888,549,0,
885,559,0,
885,559,0,
884,561,0,
884,561,0,
879,568,0,
879,568,0,
878,570,0,
878,570,0,
872,577,0,
872,577,0,
869,579,0,
869,579,0,
862,585,0,
862,585,0,
859,587,0,
859,587,0,
852,592,0,
852,592,0,
849,594,0,
849,594,0,
842,598,0,
842,598,0,
839,600,0,
839,600,0,
832,603,0,
832,603,0,
829,605,0,
829,605,0,
822,610,0,
822,610,0,
819,611,0,
819,611,0,
812,614,0,
812,614,0,
809,616,0,
809,616,0,
802,619,0,
802,619,0,
799,620,0,
799,620,0,
792,623,0,
792,623,0,
789,624,0,
789,624,0,
782,627,0,
782,627,0,
779,628,0,
779,628,0,
772,630,0,
772,630,0,
769,630,0,
769,630,0,
762,631,0,
762,631,0,
759,632,0,
759,632,0,
752,633,0,
752,633,0,
749,633,0,
749,633,0,
742,633,0,
742,633,0,
739,633,0,
739,633,0,
732,633,0,
732,633,0,
729,633,0,
729,633,0,
722,633,0,
722,633,0,
719,633,0,
719,633,0,
712,633,0,
712,633,0,
709,633,0,
709,633,0,
693,632,0,
693,632,0,
685,631,0,
685,631,0,
677,631,0,
677,631,0,
669,631,0,
669,631,0,
661,631,0,
661,631,0,
653,631,0,
653,631,0,
645,633,0,
645,633,0,
637,636,0,
637,636,0,
629,641,0,
629,641,0,
621,649,0,
621,649,0,
613,657,0,
613,657,0,
606,665,0,
606,665,0,
604,673,0,
604,673,0,
602,681,0,
602,681,0,
600,689,0,
600,689,0,
598,697,0,
598,697,0,
597,705,0,
597,705,0,
595,713,0,
595,713,0,
594,721,0,
594,721,0,
592,729,0,
592,729,0,
590,737,0,
590,737,0,
589,745,0,
589,745,0,
588,753,0,
588,753,0,
587,761,0,
587,761,0,
586,769,0,
586,769,0,
585,777,0,
585,777,0,
584,785,0,
584,785,0,
581,793,0,
581,793,0,
577,801,0,
577,801,0,
571,809,0,
571,809,0,
563,817,0,
563,817,0,
555,824,0,
555,824,0,
547,826,0,
547,826,0,
539,828,0,
539,828,0,
531,830,0,
531,830,0,
523,831,0,
523,831,0,
515,832,0,
515,832,0,
507,833,0,
507,833,0,
499,835,0,
499,835,0,
491,836,0,
491,836,0,
483,836,0,
483,836,0,
475,836,0,
475,836,0,
467,836,0,
467,836,0,
459,836,0,
459,836,0,
451,836,0,
451,836,0,
446,836,0,
446,836,0,
438,835,0,
438,835,0,
430,835,0,
430,835,0,
427,835,0,
427,835,0,
419,834,0,
419,834,0,
417,834,0,
417,834,0,
410,833,0,
410,833,0,
402,832,0,
402,832,0,
401,832,0,
401,832,0,
393,830,0,
393,830,0,
392,830,0,
392,830,0,
384,828,0,
384,828,0,
383,828,0,
383,828,0,
375,826,0,
375,826,0,
374,826,0,
374,826,0,
366,823,0,
